,date,change_idx,log_num,pdf_page,call_datetime,disp_datetime,enrt_datetime,arvd_datetime,clrd_datetime,call_reason,call_type,call_action,call_taker,responding_units,street,narrative
20,2019-01-01,971,19-32,5,2019-01-01 20:32:00,,,,,FOREST WARDEN DISPATCH,911,NO ACTION REQUIRED,PATROL KALVIN DZIEDZIAK,,HOPPER ROAD,Narrative: CP states he and two friends of his are located at Sperry Road camp site wi. CP reports that they planning were to spend the night but are not properly prepared and are getting co ld. Looking for assistance getting off the Mtn ana back to th eir vehicle (located parking at Hopper lot). CP has been a advised not to move and await further instructions by dispatc h/MSP. Cell phone battery: 373 2025- MSP notified. 2031- Fore st warden Daniels Notified. 2040- Cont act information given to MSP. 2046- Vehi cle located by Unit 34 2257- MSP made contact with hikers and transported them to their vehi cles.
21,2019-01-01,1099,19-33,5,2019-01-01 21:22:00,,,,2019-01-01 21:30:44,MOTOR VEHICLE STOP,Initiated,CITATION,PATROL SHUAN N WILLIAM,32,GREEN RIVER ROAD,F
22,2019-01-01,1176,19-34,5,2019-01-01 21:44:00,,,,2019-01-01 21:49:02,MOTOR VEHICLE STOP,Initiated,CITATION - WARNING,PATROL KEVIN P GARNER,34,COLD SPRING ROAD,-
23,2019-01-02,1251,19-39,6,2019-01-02 02:24:00,,,2019-01-02 02:26:58,2019-01-02 02:27:01,SUSPICIOUS MOTOR VEHICLE,Initiated,LOG ENTRY REQUEST,SERGEANT PAUL D THOMPSON,38,GRACE COURT,Narrative: Still in lot noted 12-31-18 Building Secure. as
24,2019-01-02,1314,19-40,6,2019-01-02 03:57:00,,,,2019-01-02 03:57:43,PARKING CHECK,Initiated,SERVICES RENDERED,PATROL CRAIG A EICHHAMMER,31,NORTH STREET,3
25,2019-01-02,1337,19-41,6,2019-01-02 06:38:00,,,2019-01-02 06:40:04,2019-01-02 06:40:18,ROAD CONDITIONS,Initiated,SERVICES RENDERED,CHIEF KYLE J JOHNSON,33,COLD SPRING ROAD,Narrative: Coyote removed from SB lane by Saddleback Antiques
26,2019-01-02,1368,19-42,6,2019-01-02 06:44:00,2019-01-02 06:47:25,2019-01-02 06:47:45,2019-01-02 06:50:26,2019-01-02 06:57:29,NOISE COMPLAINT,Phone,SERVICES RENDERED,PATROL ANTHONY M DUPRAT,37k,N HOOSAC ROAD,"Narrative: CP reporting noise complaint from her neighbors house, CP reports the rooster has been making noise for the last half hour. Narrative: Bf Mecvised con of noise complaint. She was apologetic and understanding. She has 2 roosters and is in the process of getting rid of them."
27,2019-01-02,1440,19-43,6,2019-01-02 07:20:00,2019-01-02 07:35:37,,2019-01-02 07:35:59,2019-01-02 07:45:06,TRAFFIC CONTROL,Initiated,SERVICES RENDERED,PATROL TANIA HERNANDEZ,"36, 36",COLD SPRING ROAD,Narrative: 1 violation
28,2019-01-02,1469,19-44,6,2019-01-02 07:27:00,,,,2019-01-02 07:35:29,MOTOR VEHICLE STOP,Initiated,CITATION,PATROL TANIA HERNANDEZ,36,HANCOCK ROAD,F
29,2019-01-02,1539,19-45,7,2019-01-02 07:46:00,2019-01-02 15:00:20,2019-01-02 15:01:19,2019-01-02 15:01:57,2019-01-02 15:15:39,TRAFFIC CONTROL,Initiated,SERVICES RENDERED,PATROL TANIA HERNANDEZ,"36, 32",GALE ROAD,9
30,2019-01-02,1565,19-47,7,2019-01-02 08:14:00,2019-01-02 13:26:02,2019-01-02 13:26:03,2019-01-02 13:26:53,2019-01-02 13:43:15,TRAFFIC CONTROL,Initiated,SERVICES RENDERED,PATROL TANIA HERNANDEZ,"36, 36, 36, 36, 34",COLE AVENUE,Narrative: 2 violation
31,2019-01-02,1608,19-48,7,2019-01-02 08:19:00,,,2019-01-02 08:19:39,,MOTOR VEHICLE STOP,Initiated,CITATION,PATROL TANIA HERNANDEZ,36,WILLIAMSTOWN ROAD,M
32,2019-01-02,1678,19-49,7,2019-01-02 08:38:00,,,2019-01-02 08:38:13,2019-01-02 08:45:38,MOTOR VEHICLE STOP,Initiated,CITATION,PATROL TANIA HERNANDEZ,36,COLE AVENUE,F
33,2019-01-02,1746,19-50,7,2019-01-02 08:54:00,,,2019-01-02 08:55:54,2019-01-02 08:56:11,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL TANIA HERNANDEZ,,FRENIER AVENUE,"Narrative: Mailbox was opened, closed it. Narrative: checked Narrative: Checked Area. CHECKED/SECURED"
34,2019-01-02,1779,19-51,8,2019-01-02 08:56:00,,,,,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL TANIA HERNANDEZ,36,HARWOOD STREET,Narrative: checked Narrative: Checked Area.
35,2019-01-02,1803,19-52,8,2019-01-02 09:01:00,,,2019-01-02 09:01:41,2019-01-02 09:02:04,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL TANIA HERNANDEZ,36,LONGVIEW TERRACE,Narrative: checked Narrative: Checked Area.
36,2019-01-02,1828,19-55,8,2019-01-02 09:56:00,,,2019-01-02 09:56:36,2019-01-02 09:59:38,PARKING CHECK,Initiated,SERVICES RENDERED,PATROL TANIA HERNANDEZ,36,PARK STREET,Narrative: violations no Initiated BUILDING CHECK BUILDING CHECKED/SECURED
37,2019-01-02,1856,19-56,8,2019-01-02 10:00:00,,,2019-01-02 10:00:30,2019-01-02 10:01:04,PARKING CHECK,Phone,PATROL ADVISED,PATROLMAN MICHAEL J ZIEMBA Jr,34,COLD SPRING ROAD,Narrative: Checked S-4 17:04 Narrative: done Narrative: Checked Area. RENDERED
38,2019-01-02,1884,19-57,8,2019-01-02 10:01:00,,,,2019-01-02 10:10:15,PARKING CHECK,Initiated,PATROL ADVISED,PATROL TANIA HERNANDEZ,,SAND SPRINGS ROAD,Narrative: 3 violations
39,2019-01-02,1906,19-58,9,2019-01-02 10:05:00,,,2019-01-02 10:05:17,2019-01-02 10:05:37,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROLMAN MICHAEL J ZIEMBA Jr,34,COLD SPRING ROAD,Narrative: Checked S-4 17:00 Narrative: done Narrative: Checked Area.
40,2019-01-02,1938,19-59,9,2019-01-02 10:06:00,,,2019-01-02 10:07:07,2019-01-02 10:27:16,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROLMAN MICHAEL J ZIEMBA Jr,34,COLD SPRING ROAD,Narrative: Checked
41,2019-01-02,1965,19-60,9,2019-01-02 10:18:00,,,2019-01-02 10:18:59,2019-01-02 10:20:22,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL TANIA HERNANDEZ,36,CHURCH STREET,Narrative: Checked couple cars waiting for release
42,2019-01-02,1994,19-61,9,2019-01-02 10:24:00,,,2019-01-02 10:25:26,2019-01-02 10:26:46,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL TANIA HERNANDEZ,36,N HOOSAC ROAD,Narrative: Checked Narrative: checked Narrative: done Narrative: 01/03/2019 0103 Checked $3 Narrative: 01/03/2019 0515 Checked $3
43,2019-01-02,2033,19-62,9,2019-01-02 10:30:00,,,2019-01-02 10:30:55,2019-01-02 10:31:49,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,CHIEF KYLE J JOHNSON,36,N HOOSAC ROAD,Narrative: checked Narrative: 01/03/2019 0158 Checked 83
44,2019-01-02,2061,19-63,10,2019-01-02 10:31:00,,,2019-01-02 10:31:24,2019-01-02 10:31:47,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROLMAN MICHAEL J ZIEMBA Jr,34,HAWTHORNE ROAD,Narrative: Checked S-4 18:25 Narrative: Checked Area.
45,2019-01-02,2090,19-64,10,2019-01-02 10:36:00,,,2019-01-02 10:36:32,2019-01-02 10:36:57,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROLMAN MICHAEL J ZIEMBA Jr,34,PETERSBURG ROAD,Narrative: Checked S-4 18:31 Narrative: Checked Area.
46,2019-01-02,2119,19-70,10,2019-01-02 15:07:00,,,2019-01-02 15:09:47,2019-01-02 15:18:15,PARKING CHECK,Initiated,SERVICES RENDERED,SERGEANT DAVID R LEMIEUX,31,SPRING STREET,Narrative: violations 2
47,2019-01-02,2143,19-71,10,2019-01-02 15:17:00,,,2019-01-02 15:17:38,,PARKING CHECK,Initiated,SERVICES RENDERED,PATROL SHUAN N WILLIAM,32,PARK STREET,Narrative: 01/02/2019 1517 - Start
48,2019-01-02,2169,19-72,10,2019-01-02 16:43:00,,,2019-01-02 16:44:08,2019-01-02 16:48:55,PARKING CHECK,Initiated,SERVICES RENDERED,PATROL SHUAN N WILLIAM,32,SCHOOL STREET,Narrative: 01/02/2019 1643 no violations -
49,2019-01-02,2198,19-73,10,2019-01-02 17:19:00,2019-01-02 17:19:54,2019-01-02 17:22:21,2019-01-02 17:25:49,2019-01-02 17:42:16,MOTOR VEHICLE STOP,Initiated,INVESTIGATED / REPORT TAKEN,MICHAEL STRIZZI,"32, 31",BRIDGES ROAD,Narrative: MV Stopped. 1743 hrs. Transporting Juv to station: Mileage 19625 1747 hrs. Arrival at WPD: 19626.9 1815 hrs. Juv. released to mother. Refer To Incident: 19-3-OF
50,2019-01-02,2325,19-74,11,2019-01-02 18:04:00,,,2019-01-02 18:07:07,2019-01-02 18:12:19,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,SERGEANT DAVID R LEMIEUX,31,SIMONDS ROAD,Narrative: done Narrative: 01/03/2019 0116 Checked $3
51,2019-01-02,2353,19-75,11,2019-01-02 19:05:00,,,,2019-01-02 19:09:59,MOTOR VEHICLE STOP,Initiated,CITATION,PATROL KEVIN P GARNER,34,COLD SPRING ROAD,-
52,2019-01-02,2416,19-77,11,2019-01-02 19:35:00,,,2019-01-02 19:36:33,2019-01-02 19:38:14,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,SERGEANT DAVID R LEMIEUX,31,MAIN STREET,Narrative: No activity Narrative: checked Narrative: 01/03/2019 0057 Checked $3
53,2019-01-02,2449,19-76,11,2019-01-02 19:36:00,,,,2019-01-02 19:40:09,MOTOR VEHICLE STOP,Initiated,CITATION - WARNING,PATROL TANIA HERNANDEZ,34,HANCOCK ROAD,F
54,2019-01-02,2520,19-78,12,2019-01-02 19:40:00,,,2019-01-02 19:40:36,2019-01-02 19:51:14,MOTOR VEHICLE STOP,Initiated,CITATION,SERGEANT DAVID R LEMIEUX,31,BAXTER ROAD,M
55,2019-01-02,2591,19-79,12,2019-01-02 19:56:00,,,,2019-01-02 20:03:49,MOTOR VEHICLE STOP,Initiated,CITATION,PATROL KEVIN P GARNER,34,COLD SPRING ROAD,F
56,2019-01-02,2659,19-81,12,2019-01-02 22:08:00,,,2019-01-02 22:08:57,2019-01-02 22:14:37,MOTOR VEHICLE STOP,Initiated,CITATION,PATROL KEVIN P GARNER,34,WILLIAMSTOWN ROAD,F
57,2019-01-02,2730,19-82,12,2019-01-02 22:21:00,,,2019-01-02 22:22:03,2019-01-02 22:28:53,MOTOR VEHICLE STOP,Initiated,CITATION,PATROL SHUAN N WILLIAM,32,BRIDGES ROAD,-
58,2019-01-03,2809,19-85,13,2019-01-03 03:49:00,,,2019-01-03 03:49:40,2019-01-03 03:49:47,PARKING CHECK,Initiated,SERVICES RENDERED,PATROLMAN SCOTT SKORUPSKI,32,NORTH STREET,7
59,2019-01-03,2831,19-86,13,2019-01-03 03:51:00,,,,2019-01-03 03:52:55,ROAD CONDITIONS,Initiated,SERVICES RENDERED,PATROLMAN SCOTT SKORUPSKI,32,NORTH STREET,Narrative: Roads are slick and snow covered. Dispatch to notify DPW. 0355- DPW Employee contatced
60,2019-01-03,2866,19-87,13,2019-01-03 06:03:00,,,,,ASSIST OTHER AGENCY,911,TAKEN/REFERRED TO OTHER AGENCY,PATROL KALVIN DZIEDZIAK,,ADAMS ROAD,"Narrative: State 911 called inquiring if there was a Richmond Commons located in Williamstown. State 911 was advised there was a Williamstown Commons located off of Adams Road in the town of Williamstown. Call transferred Williamstown Dispatch to from State 911. CP, who was unaware of his location, stated he was located in Za and in need of assistance. room CP reported that he was feeling suicidal and needed help. 0608- Williamstown Commons contacted and informed of same."
61,2019-01-03,2965,19-88,13,2019-01-03 07:17:00,2019-01-03 14:46:27,,2019-01-03 14:47:00,2019-01-03 14:47:04,TRAFFIC CONTROL,Initiated,SERVICES RENDERED,PATROL TANIA HERNANDEZ,"36, 36, 36, 36, 36",COLD SPRING ROAD,Narrative: 3 violations
62,2019-01-03,3018,19-89,13,2019-01-03 07:41:00,2019-01-03 14:59:41,2019-01-03 14:59:48,2019-01-03 15:05:28,2019-01-03 15:19:16,TRAFFIC CONTROL,Initiated,SERVICES RENDERED,PATROLMAN MICHAEL J ZIEMBA Jr,"37k, 31",GALE ROAD,6
63,2019-01-03,3046,19-90,13,2019-01-03 07:55:00,,,,,SOLICITING,Phone,NO ACTION REQUIRED,"PATROL DAVID JENNINGS, D",,WILLIAMSTOWN ROAD,.
64,2019-01-03,3123,19-91,14,2019-01-03 20:19:00,,,2019-01-03 08:01:50,2019-01-03 08:03:25,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL TANIA HERNANDEZ,36,N HOOSAC ROAD,Narrative: checked Narrative: Checked Narrative: checked Narrative: done Narrative: 01/04/2019 0030 Checked $3 Narrative: 01/04/2019 0432 Checked S3
65,2019-01-03,3164,19-92,14,2019-01-03 20:19:00,,,2019-01-03 08:05:19,2019-01-03 08:05:39,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL TANIA HERNANDEZ,36,N HOOSAC ROAD,Narrative: checked Narrative: 01/04/2019 0028 Checked 83
66,2019-01-03,3192,19-94,14,2019-01-03 08:07:00,,,,,ASSIST OTHER AGENCY,Other,SERVICES RENDERED,"PATROL DAVID JENNINGS, D",,FIELD ROAD,Narrative: [J PC 2CS815 repossessed from Adams Rd.
67,2019-01-03,3245,19-93,14,,2019-01-03 14:58:10,2019-01-03 14:58:15,2019-01-03 08:09:01,2019-01-03 15:00:51,TRAFFIC CONTROL,Initiated,SERVICES RENDERED,PATROL TANIA HERNANDEZ,"36, 32",SOUTHWORTH STREET,"Narrative: Drove through the lot and staff outside, all flowing good."
68,2019-01-03,3281,19-95,14,2019-01-03 09:09:00,,,2019-01-03 09:09:18,2019-01-03 09:09:50,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,DISPATCHER LAURIE TUPER,36,LONGVIEW TERRACE,Narrative: Checked Narrative: Checked Area.
69,2019-01-03,3306,19-96,15,2019-01-03 09:12:00,,,2019-01-03 09:13:04,2019-01-03 09:13:44,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL TANIA HERNANDEZ,36,FRENIER AVENUE,Narrative: checked Narrative: Checked Area.
70,2019-01-03,3331,19-97,15,2019-01-03 09:14:00,,,2019-01-03 09:14:23,2019-01-03 09:14:58,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL TANIA HERNANDEZ,36,HARWOOD STREET,Narrative: checked Narrative: Checked Area.
71,2019-01-03,3356,19-98,15,2019-01-03 09:18:00,,,2019-01-03 09:19:01,2019-01-03 09:25:41,PARKING CHECK,Initiated,SERVICES RENDERED,PATROL TANIA HERNANDEZ,36,SAND SPRINGS ROAD,Narrative: no violations
72,2019-01-03,3379,19-99,15,2019-01-03 09:22:00,,,2019-01-03 09:22:56,2019-01-03 09:23:08,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROLMAN MICHAEL J ZIEMBA Jr,37k,COLD SPRING ROAD,Narrative: Checked S-4 17:05 Narrative: done Narrative: Checked Area.
73,2019-01-03,3411,19-100,15,2019-01-03 09:27:00,,,,,PARKING CHECK,Initiated,SERVICES RENDERED,PATROL TANIA HERNANDEZ,36,PARK STREET,Narrative: violation 1
74,2019-01-03,3434,19-101,16,2019-01-03 09:28:00,,,2019-01-03 09:28:20,2019-01-03 09:28:32,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROLMAN MICHAEL J ZIEMBA Jr,37k,COLD SPRING ROAD,Narrative: Checked S-4 16:45 1832 Owner called stating they home are now.
75,2019-01-03,3469,19-102,16,2019-01-03 09:29:00,,,2019-01-03 09:30:10,2019-01-03 09:30:18,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROLMAN MICHAEL J ZIEMBA Jr,37k,COLD SPRING ROAD,8
76,2019-01-03,3494,19-103,16,2019-01-03 09:35:00,,,2019-01-03 09:36:11,2019-01-03 09:37:27,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL TANIA HERNANDEZ,36,CHURCH STREET,Narrative: Checked
77,2019-01-03,3518,19-104,16,2019-01-03 09:42:00,,,2019-01-03 09:42:36,2019-01-03 09:43:18,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL TANIA HERNANDEZ,36,HAWTHORNE ROAD,Narrative: Checked S-4 17:16 Narrative: Checked Area.
78,2019-01-03,3545,19-105,16,2019-01-03 09:47:00,,,2019-01-03 09:47:47,2019-01-03 09:48:57,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL TANIA HERNANDEZ,36,PETERSBURG ROAD,Narrative: Checked S-4 17:21 Narrative: Checked Area.
79,2019-01-03,3573,19-108,16,2019-01-03 10:30:00,2019-01-03 10:30:00,2019-01-03 10:30:14,2019-01-03 10:32:23,2019-01-03 11:16:04,WELL BEING CHECK,Walk-In,SERVICES RENDERED,"PATROL DAVID JENNINGS, D",37k,N HOOSAC ROAD,Narrative: CP in station to speak to ofc. Ziemba about past incident a from 12/31/18. 1034 Transporting party from 1231 North Hoosac rd to the station starting milage 43068. 1038 Ending 43070.3. Facilitated discussion between family in an attempt to get to return home.
80,2019-01-03,3653,19-107,17,2019-01-03 10:41:00,2019-01-03 10:42:55,2019-01-03 10:43:23,2019-01-03 10:47:12,2019-01-03 10:52:46,WELL BEING CHECK,Phone,SERVICES RENDERED,"PATROL DAVID JENNINGS, D",36,MILL STREET,"Narrative: Northern Berkshire Transport supposed to pick up party but no answer. Narrative: Lots of furniture outside. No answer, back door unlocked, no one home, apartment empty."
81,2019-01-03,3704,19-109,17,2019-01-03 13:33:00,2019-01-03 13:34:42,2019-01-03 13:35:45,2019-01-03 13:36:06,2019-01-03 13:41:09,TRAFFIC COMPLAINT,Radio,SERVICES RENDERED,"PATROL DAVID JENNINGS, D","36, 37k",MAIN STREET,"Narrative: Erratic of truck with trailer with plates trailer is a NY said to be all over the place. Narrative: Followed through town, improper operation observed at no all."
82,2019-01-03,3784,19-110,17,2019-01-03 14:05:00,,,2019-01-03 14:07:09,2019-01-03 14:12:25,MOTOR VEHICLE ACCIDENT,Phone,INVESTIGATED / REPORT,"PATROL DAVID JENNINGS, D",37k,PARK STREET,Narrative: Past MVA. Refer To Accident: 19-3-AC
83,2019-01-03,3845,19-111,17,2019-01-03 14:12:00,,,,2019-01-03 14:18:33,MOTOR VEHICLE STOP,Initiated,CITATION - WARNING,PATROL TANIA HERNANDEZ,36,COLD SPRING ROAD,F
84,2019-01-03,3916,19-112,18,2019-01-03 14:23:00,,,2019-01-03 14:23:42,2019-01-03 14:28:53,MOTOR VEHICLE STOP,Initiated,CITATION,PATROL TANIA HERNANDEZ,36,COLD SPRING ROAD,M
85,2019-01-03,3987,19-113,18,2019-01-03 14:40:00,,,2019-01-03 14:40:44,2019-01-03 14:46:12,MOTOR VEHICLE STOP,Initiated,CITATION - WARNING,PATROL TANIA HERNANDEZ,36,COLD SPRING ROAD,F
86,2019-01-03,4058,19-114,18,2019-01-03 15:01:00,,,2019-01-03 15:01:34,2019-01-03 15:17:06,TRAFFIC CONTROL,Initiated,SERVICES RENDERED,PATROL SHUAN N WILLIAM,32,CHURCH STREET,6
87,2019-01-03,4081,19-115,18,2019-01-03 15:18:00,,,2019-01-03 15:18:51,2019-01-03 15:29:08,PARKING CHECK,Initiated,SERVICES RENDERED,PATROL SHUAN N WILLIAM,32,SPRING STREET,Narrative: 01/03/2019 1518 Start - 01/03/2019 1700 7 violations -
88,2019-01-03,4112,19-116,18,2019-01-03 15:20:00,,,2019-01-03 15:22:13,2019-01-03 15:26:55,PARKING CHECK,Initiated,SERVICES RENDERED,SERGEANT DAVID R LEMIEUX,31,PARK STREET,5
89,2019-01-03,4133,19-117,18,2019-01-03 17:16:00,,,2019-01-03 17:16:39,2019-01-03 17:21:19,PARKING CHECK,Initiated,SERVICES RENDERED,PATROL SHUAN N WILLIAM,32,SCHOOL STREET,Narrative: 01/03/2019 1716 - no violations.
90,2019-01-03,4162,19-118,18,2019-01-03 17:29:00,,,,,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,SERGEANT DAVID R LEMIEUX,31,SIMONDS ROAD,Narrative: done Narrative: 01/04/2019 0039 Checked $3
91,2019-01-03,4190,19-121,19,2019-01-03 18:39:00,,,2019-01-03 18:40:41,2019-01-03 18:43:03,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,SERGEANT DAVID R LEMIEUX,31,MAIN STREET,Narrative: No activity Narrative: 01/04/2019 0014 Checked $3
92,2019-01-03,4221,19-125,19,2019-01-03 19:45:00,,,,2019-01-03 19:49:03,SUSPICIOUS MOTOR VEHICLE,Initiated,LOG ENTRY REQUEST,PATROL KEVIN P GARNER,34,N HOOSAC ROAD,Narrative: Subject parked off road just east of Pine Cobble Rd. Stated her boyfriend was collecting his minnow trap from river. Officer observed boyfriend crossing tracks with minnow trap
93,2019-01-03,4319,19-126,19,2019-01-03 20:44:00,,,2019-01-03 20:48:57,2019-01-03 20:49:39,SUSPICIOUS MOTOR VEHICLE,Initiated,LOG ENTRY REQUEST,PATROL KEVIN P GARNER,34,WILLIAMSTOWN ROAD,"Narrative: Subject said her friend needed quiet place to talk. Advised them about cemetery hours, sent on their way"
