,date,change_idx,log_num,pdf_page,call_datetime,disp_datetime,enrt_datetime,arvd_datetime,clrd_datetime,call_reason,call_type,call_action,call_taker,responding_units,street
10,2020-01-01,539,20-14,3,2020-01-01 08:36:00,,,,2020-01-01 08:58:29,TRAFFIC CONTROL,Initiated,SERVICES RENDERED,SERGEANT SCOTT E MCGOWAN,30,LONGVIEW TERRACE
11,2020-01-01,568,20-15,3,2020-01-01 09:01:00,,,,2020-01-01 09:02:07,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,SERGEANT SCOTT E MCGOWAN,30,LONGVIEW TERRACE
12,2020-01-01,593,20-16,3,2020-01-01 09:02:00,,,2020-01-01 09:03:15,2020-01-01 09:03:44,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,DISPATCHER LAURIE TUPER,30,STRATTON ROAD
13,2020-01-01,618,20-17,4,2020-01-01 09:34:00,2020-01-01 09:35:47,2020-01-01 09:36:24,2020-01-01 09:41:39,2020-01-01 09:45:01,ALARM,911,ALARM FALSE,"PATROL DAVID JENNINGS, D",30,HOLLY LANE
14,2020-01-01,661,20-18,4,2020-01-01 09:50:00,,,2020-01-01 09:51:00,2020-01-01 09:51:12,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,SERGEANT SCOTT E MCGOWAN,30,BRYANT STREET
15,2020-01-01,689,20-19,4,2020-01-01 09:55:00,,,2020-01-01 09:56:20,2020-01-01 09:56:59,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,SERGEANT SCOTT E MCGOWAN,30,HAWTHORNE ROAD
16,2020-01-01,714,20-20,4,2020-01-01 09:59:00,,,2020-01-01 10:00:00,2020-01-01 10:00:23,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,SERGEANT SCOTT E MCGOWAN,30,COLD SPRING ROAD
17,2020-01-01,742,20-21,5,2020-01-01 11:33:00,2020-01-01 11:35:45,2020-01-01 11:37:48,2020-01-01 11:41:35,2020-01-01 11:53:30,ASSIST OTHER AGENCY,Phone,TAKEN/REFERRED TO OTHER AGENCY,"PATROL DAVID JENNINGS, D",36,CHURCH STREET
18,2020-01-01,807,20-22,5,2020-01-01 12:13:00,2020-01-01 12:14:36,2020-01-01 12:15:10,2020-01-01 12:21:09,2020-01-01 12:25:42,SUSPICIOUS ACTIVITY,Phone,SERVICES RENDERED,"PATROL DAVID JENNINGS, D",36,STRATTON ROAD
19,2020-01-01,860,20-23,5,2020-01-01 14:09:00,,,2020-01-01 14:09:24,2020-01-01 14:17:31,MOTOR VEHICLE STOP,Initiated,CITATION - WARNING,CHIEF KYLE J JOHNSON,33,NEW ASHFORD ROAD
20,2020-01-01,935,20-24,5,2020-01-01 17:19:00,,,,2020-01-01 17:19:44,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL JOHN J MCCONNELL JR,38,SOUTHWORTH STREET
21,2020-01-01,962,20-25,5,2020-01-01 17:20:00,,,2020-01-01 17:20:57,2020-01-01 17:21:31,PARKING CHECK,Initiated,NO ACTION REQUIRED,PATROL JOHN J MCCONNELL JR,38,SCHOOL STREET
22,2020-01-01,987,20-26,6,2020-01-01 18:09:00,,,2020-01-01 18:09:13,2020-01-01 18:18:08,MOTOR VEHICLE STOP,Initiated,CITATION - WARNING,PATROL JOHN J MCCONNELL JR,38,COLE AVENUE
23,2020-01-01,1061,20-27,6,2020-01-01 18:58:00,,,2020-01-01 18:58:32,2020-01-01 19:05:56,MOTOR VEHICLE STOP,Initiated,CITATION - CIVIL,PATROL SHUAN N WILLIAM,32,MAIN STREET
24,2020-01-01,1134,20-28,6,2020-01-01 19:11:00,,,2020-01-01 19:11:51,2020-01-01 19:23:23,MOTOR VEHICLE STOP,Initiated,CITATION - WARNING,PATROL JOHN J MCCONNELL JR,38,N HOOSAC ROAD
25,2020-01-01,1208,20-29,6,2020-01-01 19:22:00,,,2020-01-01 19:22:11,2020-01-01 19:28:30,MOTOR VEHICLE STOP,Initiated,CITATION - WARNING,PATROL SHUAN N WILLIAM,32,NEW ASHFORD ROAD
26,2020-01-01,1283,20-30,6,2020-01-01 19:47:00,,,,,MOTOR VEHICLE STOP,Initiated,NO ACTION REQUIRED,PATROL SHUAN N WILLIAM,32,ADAMS ROAD
27,2020-01-01,1387,20-31,7,2020-01-01 21:00:00,,,,2020-01-01 21:05:06,MOTOR VEHICLE STOP,Initiated,CITATION,PATROL KEVIN P GARNER,34,HANCOCK ROAD
28,2020-01-01,1462,20-32,7,2020-01-01 21:51:00,,,,2020-01-01 21:57:05,MOTOR VEHICLE STOP,Initiated,CITATION - WARNING,PATROL KEVIN P GARNER,34,NEW ASHFORD ROAD
29,2020-01-01,1533,20-33,7,2020-01-01 22:28:00,2020-01-01 22:30:33,2020-01-01 22:31:02,2020-01-01 22:36:43,2020-01-01 22:43:02,ANIMAL CONTROL,Phone,SERVICES RENDERED,DISPATCHER LAURIE TUPER,34,HENDERSON ROAD
30,2020-01-01,1600,20-34,7,2020-01-01 23:23:00,,,,2020-01-01 23:30:56,MOTOR VEHICLE STOP,Initiated,CITATION - WARNING,PATROL KALVIN DZIEDZIAK,30,MAIN STREET
31,2020-01-01,1671,20-35,7,2020-01-01 23:51:00,,,,,MOTOR VEHICLE STOP,Initiated,CITATION - WARNING,PATROL KALVIN DZIEDZIAK,30,MAIN STREET
32,2020-01-02,1754,20-36,8,2020-01-02 04:01:00,,,2020-01-02 04:01:05,2020-01-02 04:01:18,PARKING CHECK,Initiated,SERVICES RENDERED,PATROL CRAIG A EICHHAMMER,31,SIMONDS ROAD
33,2020-01-02,1777,20-37,8,2020-01-02 07:12:00,2020-01-02 14:15:51,2020-01-02 14:17:34,,2020-01-02 14:46:02,TRAFFIC CONTROL,Initiated,SERVICES RENDERED,SERGEANT SCOTT E MCGOWAN,"30, 30",COLD SPRING ROAD
34,2020-01-02,1805,20-38,8,2020-01-02 07:19:00,,,,,ASSIST OTHER AGENCY,Phone,LOG ENTRY REQUEST,"PATROL DAVID JENNINGS, D",,STETSON ROAD
35,2020-01-02,1860,20-39,8,2020-01-02 07:35:00,,,2020-01-02 07:35:30,2020-01-02 07:35:39,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,SERGEANT SCOTT E MCGOWAN,30,COLD SPRING ROAD
36,2020-01-02,1889,20-40,8,2020-01-02 07:43:00,2020-01-02 15:02:51,2020-01-02 15:05:56,2020-01-02 15:07:19,2020-01-02 07:57:44,TRAFFIC COMPLAINT,Initiated,SERVICES RENDERED,SERGEANT SCOTT E MCGOWAN,"30, 38",GALE ROAD
37,2020-01-02,1917,20-41,8,2020-01-02 07:49:00,,,2020-01-02 07:49:00,2020-01-02 07:55:28,MOTOR VEHICLE STOP,Initiated,CITATION,MICHAEL STRIZZI,36,HARRISON AVENUE
38,2020-01-02,1990,20-42,9,2020-01-02 08:02:00,,,2020-01-02 08:25:07,2020-01-02 08:47:30,MOTOR VEHICLE STOP,Initiated,SERVICES RENDERED,PATROL TANIA HERNANDEZ,"36, 30",SUMMER STREET
39,2020-01-02,2105,20-43,9,2020-01-02 08:10:00,,,2020-01-02 08:10:33,2020-01-02 08:22:46,ASSIST OTHER AGENCY,911,CITATION - WARNING,SERGEANT SCOTT E MCGOWAN,30,COLE AVENUE
40,2020-01-02,2127,20-44,9,2020-01-02 08:13:00,,,2020-01-02 08:13:33,2020-01-02 08:19:11,LICENSE TO CARRY,Initiated,CITATION,CHIEF KYLE J JOHNSON,33,SCHOOL STREET
41,2020-01-02,2198,20-45,9,2020-01-02 08:21:00,2020-01-02 14:59:03,2020-01-02 15:00:44,2020-01-02 15:02:19,2020-01-02 15:15:51,TRAFFIC CONTROL,Initiated,SERVICES RENDERED,CHIEF KYLE J JOHNSON,"33, 32",CHURCH STREET
42,2020-01-02,2229,20-46,9,2020-01-02 08:53:00,,,2020-01-02 08:53:17,,DISABLED M V,Initiated,NO ACTION REQUIRED,PATROLMAN MICHAEL J ZIEMBA Jr,33,COLE AVENUE
43,2020-01-02,2292,20-49,10,2020-01-02 10:21:00,,,2020-01-02 10:21:51,,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL TANIA HERNANDEZ,36,N HOOSAC ROAD
44,2020-01-02,2331,20-50,10,2020-01-02 10:24:00,,,2020-01-02 10:24:46,,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL TANIA HERNANDEZ,36,N HOOSAC ROAD
45,2020-01-02,2359,20-51,10,2020-01-02 10:25:00,,,2020-01-02 10:25:13,2020-01-02 10:25:52,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,SERGEANT SCOTT E MCGOWAN,30,LONGVIEW TERRACE
46,2020-01-02,2387,20-52,10,2020-01-02 10:26:00,,,,,TRAFFIC CONTROL,Initiated,SERVICES RENDERED,SERGEANT SCOTT E MCGOWAN,,LONGVIEW TERRACE
47,2020-01-02,2417,20-53,11,2020-01-02 10:28:00,,,2020-01-02 10:28:38,2020-01-02 10:29:18,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL TANIA HERNANDEZ,36,ELM STREET
48,2020-01-02,2444,20-54,11,2020-01-02 10:30:00,,,2020-01-02 10:30:43,2020-01-02 10:33:33,PARKING CHECK,Initiated,BUILDING CHECKED/SECURED,PATROL TANIA HERNANDEZ,36,CHURCH STREET
49,2020-01-02,2468,20-55,11,2020-01-02 10:37:00,,,2020-01-02 10:37:35,2020-01-02 10:41:59,PARKING CHECK,Initiated,SERVICES RENDERED,PATROL TANIA HERNANDEZ,36,PARK STREET
50,2020-01-02,2488,20-56,11,2020-01-02 10:43:00,,,2020-01-02 10:43:26,2020-01-02 10:49:45,PARKING CHECK,Initiated,SERVICES RENDERED,PATROL TANIA HERNANDEZ,36,SAND SPRINGS ROAD
51,2020-01-02,2512,20-57,11,2020-01-02 10:50:00,,,2020-01-02 10:50:35,2020-01-02 10:50:48,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,SERGEANT SCOTT E MCGOWAN,30,STRATTON ROAD
52,2020-01-02,2540,20-58,11,2020-01-02 10:53:00,,,,2020-01-02 10:54:51,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL TANIA HERNANDEZ,36,N HEMLOCK LANE
53,2020-01-02,2566,20-59,12,2020-01-02 10:55:00,,,2020-01-02 10:55:52,2020-01-02 10:55:59,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,SERGEANT SCOTT E MCGOWAN,30,FRENIER AVENUE
54,2020-01-02,2592,20-60,12,2020-01-02 10:56:00,,,2020-01-02 10:56:20,2020-01-02 10:56:26,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,SERGEANT SCOTT E MCGOWAN,30,HARWOOD STREET
55,2020-01-02,2618,20-61,12,2020-01-02 11:07:00,,,2020-01-02 11:08:09,2020-01-02 11:10:06,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,SERGEANT SCOTT E MCGOWAN,30,COLD SPRING ROAD
56,2020-01-02,2642,20-62,12,2020-01-02 11:23:00,,,,,SUSPICIOUS ACTIVITY,Phone,SERVICES RENDERED,"PATROL DAVID JENNINGS, D",,WATER STREET
57,2020-01-02,2763,20-63,12,2020-01-02 11:57:00,,2020-01-02 12:00:57,,2020-01-02 12:10:46,ROAD CONDITIONS,Initiated,BUILDING CHECKED/SECURED,"PATROL DAVID JENNINGS, D","36, 30",COLD SPRING ROAD
58,2020-01-02,2849,20-64,13,2020-01-02 12:31:00,,,2020-01-02 12:31:35,2020-01-02 12:35:28,PARKING CHECK,Phone,SERVICES RENDERED,PATROL TANIA HERNANDEZ,36,GALE ROAD
59,2020-01-02,2872,20-65,13,2020-01-02 20:20:00,,,2020-01-02 15:17:28,2020-01-02 15:23:13,TRESPASS,Other,SERVICES RENDERED,PATROL SHUAN N WILLIAM,32,SPRING STREET
60,2020-01-02,2900,20-66,13,2020-01-02 15:19:00,,,2020-01-02 15:20:48,2020-01-02 15:25:25,PARKING CHECK,Phone,PATROL ADVISED,PATROL JOHN J MCCONNELL JR,38,PARK STREET
61,2020-01-02,2920,20-67,13,2020-01-02 15:22:00,2020-01-02 15:26:08,2020-01-02 15:26:29,2020-01-02 15:38:08,2020-01-02 15:58:05,DISTURBANCE,911,INVESTIGATED / REPORT TAKEN,PATROL KALVIN DZIEDZIAK,"32, 38, 38, 38, 32",SABIN DRIVE
62,2020-01-02,3063,20-68,13,2020-01-02 17:36:00,,,,2020-01-02 17:37:53,PARKING CHECK,Initiated,SERVICES RENDERED,PATROL SHUAN N WILLIAM,32,SCHOOL STREET
63,2020-01-02,3095,20-69,14,2020-01-02 17:40:00,,,2020-01-02 17:40:36,2020-01-02 17:40:43,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL SHUAN N WILLIAM,32,SOUTHWORTH STREET
64,2020-01-02,3121,20-70,14,2020-01-02 17:53:00,,,2020-01-02 17:53:32,2020-01-02 17:54:56,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL JOHN J MCCONNELL JR,38,NORTH STREET
65,2020-01-02,3152,20-71,14,2020-01-02 17:58:00,,,,,LARCENY,Phone,SERVICES RENDERED,PATROL KALVIN DZIEDZIAK,,MILL STREET
66,2020-01-02,3302,20-73,14,2020-01-02 20:49:00,,,,2020-01-02 20:53:29,MOTOR VEHICLE STOP,Initiated,CITATION - WARNING,PATROL KEVIN P GARNER,34,HANCOCK ROAD
67,2020-01-02,3375,20-74,15,2020-01-02 21:22:00,,,2020-01-02 21:22:01,2020-01-02 21:34:03,MOTOR VEHICLE STOP,Initiated,CITATION,PATROL JOHN J MCCONNELL JR,38,WILLIAMSTOWN ROAD
68,2020-01-02,3446,20-75,15,2020-01-02 21:37:00,,,,2020-01-02 21:42:59,MOTOR VEHICLE STOP,Initiated,CITATION - WARNING,PATROL KEVIN P GARNER,34,NEW ASHFORD ROAD
69,2020-01-02,3517,20-76,15,2020-01-02 21:49:00,,,2020-01-02 21:49:19,2020-01-02 21:56:43,MOTOR VEHICLE STOP,Initiated,CITATION,PATROL JOHN J MCCONNELL JR,38,MAPLE STREET
70,2020-01-02,3589,20-78,15,2020-01-02 23:09:00,,2020-01-02 23:11:46,2020-01-02 23:14:44,2020-01-02 23:10:40,DISABLED M V,911,INVESTIGATED / REPORT TAKEN,MICHAEL STRIZZI,"31, 34, 38, 38, 38",HALL STREET
71,2020-01-03,3673,20-80,16,2020-01-03 03:56:00,,,,2020-01-03 03:57:13,PARKING CHECK,Initiated,SERVICES RENDERED,PATROL CRAIG A EICHHAMMER,31,SIMONDS ROAD
72,2020-01-03,3696,20-82,16,2020-01-03 07:12:00,2020-01-03 14:44:21,,2020-01-03 07:43:57,2020-01-03 14:44:42,TRAFFIC CONTROL,Initiated,SERVICES RENDERED,PATROL TANIA HERNANDEZ,"36, 36, 34, 34",COLD SPRING ROAD
73,2020-01-03,3731,20-83,16,2020-01-03 07:40:00,,,2020-01-03 07:41:45,2020-01-03 07:43:17,TRAFFIC COMPLAINT,Initiated,SERVICES RENDERED,PATROL TANIA HERNANDEZ,36,COLD SPRING ROAD
74,2020-01-03,3819,20-84,16,2020-01-03 07:47:00,2020-01-03 14:47:33,2020-01-03 14:47:38,2020-01-03 14:49:15,2020-01-03 15:13:35,TRAFFIC CONTROL,Initiated,SERVICES RENDERED,PATROL TANIA HERNANDEZ,"36, 34",GALE ROAD
75,2020-01-03,3845,20-85,16,2020-01-03 07:59:00,2020-01-03 08:00:48,2020-01-03 08:01:40,2020-01-03 08:04:43,2020-01-03 08:11:04,ANIMAL CONTROL,Phone,REMOVED HAZAR,"PATROL DAVID JENNINGS, D",37k,MANNING STREET
76,2020-01-03,3880,20-700,16,2020-01-03 08:00:00,,,,,TRAFFIC COMPLAINT,Phone,LOG ENTRY REQUEST,PATROLMAN MICHAEL J ZIEMBA Jr,,COLD SPRING ROAD
77,2020-01-03,3942,20-86,17,2020-01-03 08:04:00,,,,,ASSIST OTHER AGENCY,Phone,SERVICES RENDERED,"PATROL DAVID JENNINGS, D",,SIMONDS ROAD
78,2020-01-03,3967,20-87,17,2020-01-03 08:11:00,2020-01-03 15:01:40,2020-01-03 15:04:11,2020-01-03 15:04:45,2020-01-03 15:18:23,TRAFFIC CONTROL,Initiated,SERVICES RENDERED,PATROL TANIA HERNANDEZ,"36, 31",COLE AVENUE
79,2020-01-03,3993,20-88,17,2020-01-03 08:19:00,2020-01-03 14:51:37,2020-01-03 14:52:38,2020-01-03 14:56:13,2020-01-03 15:15:38,TRAFFIC CONTROL,Initiated,SERVICES RENDERED,CHIEF KYLE J JOHNSON,"33, 32",CHURCH STREET
80,2020-01-03,4022,20-89,17,2020-01-03 08:42:00,,,2020-01-03 08:42:34,2020-01-03 08:43:15,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL TANIA HERNANDEZ,36,FRENIER AVENUE
81,2020-01-03,4048,20-90,17,2020-01-03 08:43:00,,,2020-01-03 08:43:39,2020-01-03 08:44:21,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL TANIA HERNANDEZ,36,HARWOOD STREET
82,2020-01-03,4074,20-91,17,2020-01-03 08:51:00,,,,,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL TANIA HERNANDEZ,36,ELM STREET
83,2020-01-03,4099,20-92,18,2020-01-03 08:54:00,,,2020-01-03 08:54:35,2020-01-03 08:55:17,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL TANIA HERNANDEZ,36,N HOOSAC ROAD
84,2020-01-03,4125,20-93,18,2020-01-03 08:57:00,,,2020-01-03 08:57:42,2020-01-03 08:59:12,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL TANIA HERNANDEZ,36,N HOOSAC ROAD
85,2020-01-03,4165,20-94,18,2020-01-03 09:29:00,,,2020-01-03 09:29:21,2020-01-03 09:32:36,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL BRAD SACCO,34,HAWTHORNE ROAD
86,2020-01-03,4193,20-95,18,2020-01-03 09:35:00,2020-01-03 09:42:45,,2020-01-03 09:42:57,2020-01-03 09:46:07,TRAFFIC CONTROL,Initiated,SERVICES RENDERED,PATROL TANIA HERNANDEZ,"36, 36",LONGVIEW TERRACE
87,2020-01-03,4225,20-96,19,2020-01-03 09:35:00,,,2020-01-03 09:35:44,2020-01-03 09:35:52,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL BRAD SACCO,34,COLD SPRING ROAD
88,2020-01-03,4254,20-97,19,2020-01-03 09:39:00,,,2020-01-03 09:39:13,2020-01-03 09:43:20,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL BRAD SACCO,34,COLD SPRING ROAD
89,2020-01-03,4277,20-98,19,2020-01-03 09:39:00,,,2020-01-03 09:39:41,2020-01-03 09:40:26,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL TANIA HERNANDEZ,36,STRATTON ROAD
90,2020-01-03,4303,20-99,19,2020-01-03 09:41:00,,,2020-01-03 09:42:04,2020-01-03 09:42:34,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL TANIA HERNANDEZ,36,LONGVIEW TERRACE
91,2020-01-03,4329,20-102,19,2020-01-03 09:48:00,,,,,ASSIST OTHER AGENCY,Phone,LOG ENTRY REQUEST,"PATROL DAVID JENNINGS, D",,SIMONDS ROAD
92,2020-01-03,4369,20-100,20,2020-01-03 09:50:00,,,2020-01-03 09:50:18,2020-01-03 09:59:41,MOTOR VEHICLE STOP,Initiated,CITATION,PATROL TANIA HERNANDEZ,36,MAIN STREET
93,2020-01-03,4441,20-101,20,2020-01-03 09:50:00,,,2020-01-03 09:50:48,2020-01-03 09:56:05,MOTOR VEHICLE STOP,Initiated,CITATION,PATROL BRAD SACCO,34,HANCOCK ROAD
94,2020-01-03,4513,20-104,20,2020-01-03 10:17:00,,,,,ASSIST OTHER AGENCY,911,CITATION,"PATROL DAVID JENNINGS, D",,SIMONDS ROAD
95,2020-01-03,4553,20-105,20,2020-01-03 10:40:00,,,2020-01-03 10:40:43,2020-01-03 10:46:00,MOTOR VEHICLE STOP,Initiated,VEHICLE TOWED,PATROL BRAD SACCO,34,NEW ASHFORD ROAD
96,2020-01-03,4623,20-106,20,2020-01-03 10:52:00,,,,2020-01-03 10:57:53,MOTOR VEHICLE STOP,Initiated,BUILDING CHECKED/SECURED,PATROL BRAD SACCO,34,GREEN RIVER ROAD
97,2020-01-03,4698,20-108,20,,,,2020-01-03 11:22:14,2020-01-03 11:27:06,ROAD CONDITIONS,Other,PATROL ADVISED,PATROL BRAD SACCO,34,GALE ROAD
98,2020-01-03,4714,20-109,21,2020-01-03 11:57:00,,,2020-01-03 11:57:50,2020-01-03 12:07:16,MOTOR VEHICLE STOP,Initiated,CITATION - WARNING,PATROL BRAD SACCO,34,MAIN STREET
99,2020-01-03,4786,20-110,21,2020-01-03 12:16:00,,,2020-01-03 12:16:38,2020-01-03 12:22:05,MOTOR VEHICLE STOP,Initiated,CITATION,PATROL BRAD SACCO,34,COLD SPRING ROAD
100,2020-01-03,4860,20-111,21,2020-01-03 12:39:00,,,2020-01-03 12:39:07,2020-01-03 12:45:32,MOTOR VEHICLE STOP,Initiated,CITATION,PATROL BRAD SACCO,34,COLD SPRING ROAD
101,2020-01-03,4906,01201-6799,21,,,,,,DISABLED M V,911,PEACE RESTORED,DISPATCHER CHRISTINE LEMOINE,,HOPPER ROAD
102,2020-01-03,4925,01201-6799,21,,,,,,SERVE SUMMONS,Initiated,ARREST (S),PATROL JOHN J MCCONNELL JR,,TORREY WOODS ROAD
103,2020-01-03,4931,20-112,21,2020-01-03 12:53:00,,,2020-01-03 12:54:01,2020-01-03 12:58:12,MOTOR VEHICLE STOP,Initiated,NO ACTION REQUIRED,PATROL BRAD SACCO,34,TACONIC TRAIL
104,2020-01-03,5028,20-113,21,2020-01-03 13:11:00,,,,2020-01-03 13:19:47,MOTOR VEHICLE STOP,Initiated,CITATION - WARNING,PATROL BRAD SACCO,34,MAIN STREET
105,2020-01-03,5101,20-114,22,2020-01-03 13:23:00,,,2020-01-03 13:23:28,2020-01-03 13:23:42,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL TANIA HERNANDEZ,36,CHURCH STREET
106,2020-01-03,5123,20-115,22,2020-01-03 14:07:00,,,,2020-01-03 14:14:06,MOTOR VEHICLE STOP,Initiated,CITATION,PATROL BRAD SACCO,34,COLD SPRING ROAD
107,2020-01-03,5194,20-116,22,2020-01-03 14:38:00,,,2020-01-03 14:38:55,2020-01-03 14:44:06,MOTOR VEHICLE STOP,Initiated,CITATION - WARNING,PATROL BRAD SACCO,34,NEW ASHFORD ROAD
108,2020-01-03,5265,20-118,22,2020-01-03 15:17:00,,,2020-01-03 15:17:30,2020-01-03 15:23:37,PARKING CHECK,Initiated,SERVICES RENDERED,PATROL SHUAN N WILLIAM,32,SPRING STREET
109,2020-01-03,5291,20-119,22,2020-01-03 15:19:00,,,2020-01-03 15:20:16,2020-01-03 15:22:59,PARKING CHECK,Initiated,SERVICES RENDERED,SERGEANT DAVID R LEMIEUX,31,PARK STREET
110,2020-01-03,5312,20-120,22,2020-01-03 16:30:00,,,2020-01-03 16:30:25,2020-01-03 16:30:58,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,PATROL SHUAN N WILLIAM,32,SOUTHWORTH STREET
111,2020-01-03,5336,20-121,23,2020-01-03 16:32:00,,,,2020-01-03 16:32:58,PARKING CHECK,Initiated,SERVICES RENDERED,PATROL SHUAN N WILLIAM,32,SCHOOL STREET
112,2020-01-03,5367,20-122,23,2020-01-03 17:31:00,,,2020-01-03 17:31:31,2020-01-03 17:32:58,BUILDING CHECK,Other,BUILDING CHECKED/SECURED,SERGEANT DAVID R LEMIEUX,31,NORTH STREET
113,2020-01-03,5393,20-123,23,2020-01-03 19:43:00,2020-01-03 19:59:26,2020-01-03 19:59:27,2020-01-03 20:02:25,2020-01-03 20:29:11,MOTOR VEHICLE ACCIDENT,Phone,SERVICES RENDERED,DISPATCHER LAURIE TUPER,"34, 31",PETERSBURG ROAD
114,2020-01-03,5554,20-126,23,2020-01-03 22:53:00,,,,2020-01-03 22:59:47,MOTOR VEHICLE STOP,Initiated,BUILDING CHECKED/SECURED,SERGEANT DAVID R LEMIEUX,32,N HOOSAC ROAD
115,2020-01-04,5638,20-127,24,,,,2020-01-04 00:47:50,2020-01-04 00:48:13,ROAD CONDITIONS,Other,CITATION,PATROLMAN SCOTT SKORUPSKI,32,MAIN ROAD
116,2020-01-04,5694,20-128,24,,,,2020-01-04 00:51:22,2020-01-04 00:59:24,MOTOR VEHICLE STOP,Initiated,SERVICES RENDERED,PATROL ANTHONY M DUPRAT,30,COLD SPRING ROAD
117,2020-01-04,5773,20-129,24,,,,2020-01-04 03:28:23,2020-01-04 03:28:29,ROAD CONDITIONS,Other,MAILED,PATROLMAN SCOTT SKORUPSKI,32,SIMONDS ROAD
118,2020-01-04,5791,20-130,24,2020-01-04 08:28:00,,,2020-01-04 08:28:00,2020-01-04 08:29:22,SERVE SUMMONS,Initiated,BUILDING CHECKED/SECURED,PATROLMAN MICHAEL J ZIEMBA Jr,37k,STRATTON ROAD
